PROFILE_ITEM_ID|PROFILE_ID|BUSINESS_GROUP_ID|CONTENT_TYPE_ID|CONTENT_ITEM_ID|SOURCE_TYPE|SOURCE_KEY_1|SOURCE_KEY_2|SOURCE_KEY_3|SOURCE_ID|MANDATORY|ITEM_TEXT240_3|ITEM_TEXT240_1|ITEM_TEXT240_2|RATING_MODEL_ID_2|RATING_MODEL_ID_3|QUALIFIER_ID_1|RATING_LEVEL_ID_2|RATING_MODEL_ID_1|ITEM_TEXT240_7|RATING_LEVEL_ID_1|ITEM_TEXT240_6|IMPORTANCE|RATING_LEVEL_ID_3|ITEM_TEXT240_4|QUALIFIER_ID_2|ITEM_TEXT240_5|PARENT_PROFILE_ITEM_ID|INTEREST_LEVEL|ITEM_TEXT240_8|ITEM_TEXT240_9|ITEM_TEXT240_10|ITEM_TEXT240_11|ITEM_TEXT240_12|ITEM_TEXT240_13|ITEM_TEXT240_14|ITEM_TEXT240_15|ITEM_TEXT2000_1|ITEM_TEXT2000_2|ITEM_TEXT2000_3|ITEM_TEXT2000_4|ITEM_TEXT2000_5|ITEM_TEXT30_1|ITEM_TEXT30_2|ITEM_TEXT30_3|ITEM_TEXT30_4|ITEM_TEXT30_5|ITEM_TEXT30_6|ITEM_TEXT30_7|ITEM_TEXT30_8|ITEM_TEXT30_9|ITEM_TEXT30_10|ITEM_TEXT30_11|ITEM_TEXT30_12|ITEM_TEXT30_13|ITEM_TEXT30_14|ITEM_TEXT30_15|ITEM_DATE_1|ITEM_DATE_2|ITEM_DATE_3|ITEM_DATE_4|ITEM_DATE_5|ITEM_DATE_6|ITEM_DATE_7|ITEM_DATE_8|ITEM_DATE_9|ITEM_DATE_10|ITEM_NUMBER_1|ITEM_NUMBER_2|ITEM_NUMBER_3|ITEM_NUMBER_4|ITEM_NUMBER_5|ITEM_NUMBER_6|ITEM_NUMBER_7|ITEM_NUMBER_8|ITEM_NUMBER_9|ITEM_NUMBER_10|ITEM_DECIMAL_1|ITEM_DECIMAL_2|ITEM_DECIMAL_3|ITEM_DECIMAL_4|ITEM_DECIMAL_5|DATE_FROM|DATE_TO|COUNTRY_ID|STATE_PROVINCE_ID
KTG_P_W_3309|PROFILE_3979848278|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ОАО "Народный Банк"|Глав.специалист, зам.начальника отдела, начальник отдела, нач.управления||||||||||||||||Глав.специалист, зам.начальника отдела, начальник отдела, нач.управления|Глав.специалист, зам.начальника отдела, начальник отдела, нач.управления||||||||||||||||||ADMIN|||||||||2001-03-11|2004-04-30||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3310|PROFILE_3979848278|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "АТФБанк"|Региональный управляющий||||||||||||||||Региональный управляющий|Региональный управляющий||||||||||||||||||ADMIN|||||||||2004-05-04|2005-08-26||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3311|PROFILE_3979848278|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Алматинский Областной Филиал АО "Народный Банк Казахстана"|Начальник отдел по работе с клиентами||||||||||||||||Начальник отдел по работе с клиентами|Начальник отдел по работе с клиентами||||||||||||||||||ADMIN|||||||||2005-09-05|2006-01-31||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3312|PROFILE_3979848278|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "Страховая Компания" Альянс Полис"|Менеджер, Директор||||||||||||||||Менеджер, Директор|Менеджер, Директор||||||||||||||||||ADMIN|||||||||2006-11-15|2007-06-18||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3313|PROFILE_4039443603|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "GSM Казахстан ОАО Казахтелеком"|Менеджер, оператор||||||||||||||||Менеджер, оператор|Менеджер, оператор||||||||||||||||||ADMIN|||||||||1998-08-17|2000-12-17||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3314|PROFILE_4039443603|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "GSM Казахстан ОАО Казахтелеком" (KCELL)|Оператор, супервайзер||||||||||||||||Оператор, супервайзер|Оператор, супервайзер||||||||||||||||||ADMIN|||||||||2000-12-18|2001-10-22||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3315|PROFILE_4039443603|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ЗАО (переименован в ОА) Интергаз Центральная Азия|Специалист,  Главный специалист, менеджер||||||||||||||||Специалист,  Главный специалист, менеджер|Специалист,  Главный специалист, менеджер||||||||||||||||||ADMIN|||||||||2001-10-22|2006-01-20||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3316|PROFILE_3652718538|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "Казахтуркмунай"|Переводчик||||||||||||||||Переводчик|Переводчик||||||||||||||||||ADMIN|||||||||1999-10-01|2001-12-31||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3317|PROFILE_3652718538|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ЗАО "Евразийский банк"|Специалист, главный специалист, нач.отдела, Зам. Директора||||||||||||||||Специалист, главный специалист, нач.отдела, Зам. Директора|Специалист, главный специалист, нач.отдела, Зам. Директора||||||||||||||||||ADMIN|||||||||2001-11-05|2006-07-03||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3318|PROFILE_3652718538|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "КазТрансГаз"|Заместиитель директора||||||||||||||||Заместиитель директора|Заместиитель директора||||||||||||||||||ADMIN|||||||||2006-07-03|2006-11-21||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3319|PROFILE_3652718538|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "Интергаз Центарльная Азия"|Исп обязанности директора, директор||||||||||||||||Исп обязанности директора, директор|Исп обязанности директора, директор||||||||||||||||||ADMIN|||||||||2006-11-21|2008-05-08||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3320|PROFILE_3652718538|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "КазТрансОйл"|Директор||||||||||||||||Директор|Директор||||||||||||||||||ADMIN|||||||||2008-05-12|2009-05-12||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3321|PROFILE_3652718538|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "КазТрансОйл"|Заместитель директора департамента||||||||||||||||Заместитель директора департамента|Заместитель директора департамента||||||||||||||||||ADMIN|||||||||2009-05-18|2009-06-15||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3322|PROFILE_3652718538|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "КМГ-Транскаспий"|Заместитель директора||||||||||||||||Заместитель директора|Заместитель директора||||||||||||||||||ADMIN|||||||||2009-06-18|2009-10-12||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3323|PROFILE_2245384970|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "Меркурий"|Начальника||||||||||||||||Начальника|Начальника||||||||||||||||||ADMIN|||||||||2007-09-02|2008-04-02||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3324|PROFILE_2334617474|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Приборостроительный завод "Омега"|Подсобный рабочий||||||||||||||||Подсобный рабочий|Подсобный рабочий||||||||||||||||||ADMIN|||||||||1990-09-19|1990-12-27||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3325|PROFILE_2334617474|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Торговое объединение продтовары|Грузчик||||||||||||||||Грузчик|Грузчик||||||||||||||||||ADMIN|||||||||1991-08-22|1991-11-19||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3326|PROFILE_2334617474|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Облтеплоком|Слесарь||||||||||||||||Слесарь|Слесарь||||||||||||||||||ADMIN|||||||||1993-06-14|1994-02-09||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3327|PROFILE_2334617474|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||МП "Шевро"|Слесарь||||||||||||||||Слесарь|Слесарь||||||||||||||||||ADMIN|||||||||1994-03-05|1994-07-14||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3328|PROFILE_2334617474|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО Компания "Отан"|Менеджер, старший менеджер||||||||||||||||Менеджер, старший менеджер|Менеджер, старший менеджер||||||||||||||||||ADMIN|||||||||1996-07-08|1998-04-15||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3329|PROFILE_2334617474|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "Алау"|Юрист, директор по кадровым вопросам||||||||||||||||Юрист, директор по кадровым вопросам|Юрист, директор по кадровым вопросам||||||||||||||||||ADMIN|||||||||2000-05-08|2000-12-30||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3330|PROFILE_2334617474|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "ПСП Серик"|Менеджер||||||||||||||||Менеджер|Менеджер||||||||||||||||||ADMIN|||||||||2001-02-15|2001-04-16||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3331|PROFILE_2334617474|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ОАО "Астана Газ Сервис"|Специалист||||||||||||||||Специалист|Специалист||||||||||||||||||ADMIN|||||||||2001-07-03|2003-11-03||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3332|PROFILE_2334617474|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ЗАО "Торговый дом "КазМунайГаз"|Менеджер, менеджер сектора маркетинга и реализации нефти и нефтегпродуктов||||||||||||||||Менеджер, менеджер сектора маркетинга и реализации нефти и нефтегпродуктов|Менеджер, менеджер сектора маркетинга и реализации нефти и нефтегпродуктов||||||||||||||||||ADMIN|||||||||2003-10-30|2004-06-04||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3333|PROFILE_2334617474|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "Разведка Добыча "КазМунайГаз"|Менеджер||||||||||||||||Менеджер|Менеджер||||||||||||||||||ADMIN|||||||||2004-06-07|2005-02-08||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3334|PROFILE_2334617474|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "Спецтехсервис"|Главный менеджер, менеджер отдела производства и технической политики||||||||||||||||Главный менеджер, менеджер отдела производства и технической политики|Главный менеджер, менеджер отдела производства и технической политики||||||||||||||||||ADMIN|||||||||2005-10-28|2006-05-06||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3335|PROFILE_2334617474|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "Компания "Газ Импекс"|Главный менеджер||||||||||||||||Главный менеджер|Главный менеджер||||||||||||||||||ADMIN|||||||||2006-05-22|2006-08-05||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3336|PROFILE_2334617474|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "КазРосГаз"|Главный менеджер||||||||||||||||Главный менеджер|Главный менеджер||||||||||||||||||ADMIN|||||||||2006-08-07|2006-08-18||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3337|PROFILE_2334617474|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО НК "КазМунайГаз"|Главный менеджер, менеджер 1 категории||||||||||||||||Главный менеджер, менеджер 1 категории|Главный менеджер, менеджер 1 категории||||||||||||||||||ADMIN|||||||||2006-08-18|2012-03-15||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3338|PROFILE_2153396212|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Китайский нефтяной университет|Студент||||||||||||||||Студент|Студент||||||||||||||||||ADMIN|||||||||2005-09-01|2009-07-01||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3339|PROFILE_2153396212|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "ГазИнСервис"|Департамент маркетинга газа (аутсорсинг)||||||||||||||||Департамент маркетинга газа (аутсорсинг)|Департамент маркетинга газа (аутсорсинг)||||||||||||||||||ADMIN|||||||||2009-10-01|2012-09-28||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3340|PROFILE_3500847987|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТУ-24|Учеба||||||||||||||||Учеба|Учеба||||||||||||||||||ADMIN|||||||||1974-09-01|1976-02-28||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3341|PROFILE_3500847987|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Московский институт нефтехимической и газовой промышленности им. И.М.Губкина|Студент||||||||||||||||Студент|Студент||||||||||||||||||ADMIN|||||||||1979-09-01|1984-06-11||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3342|PROFILE_2660382667|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Казахский государственный агротехнический университет им.С.Сейфуллина|Студент||||||||||||||||Студент|Студент||||||||||||||||||ADMIN|||||||||2005-09-01|2009-07-03||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3343|PROFILE_2660382667|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "Интергаз Центральная Азия"|Машинист технологических установок||||||||||||||||Машинист технологических установок|Машинист технологических установок||||||||||||||||||ADMIN|||||||||2009-11-17|2011-03-01||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3346|PROFILE_2660382667|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "Интергаз Центральная Азия"|Сменный инженер 10-го разряда||||||||||||||||Сменный инженер 10-го разряда|Сменный инженер 10-го разряда||||||||||||||||||ADMIN|||||||||2011-03-01|2012-09-28||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3349|PROFILE_4178506740|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "ГазИнСервис"|Менеджер||||||||||||||||Менеджер|Менеджер||||||||||||||||||ADMIN|||||||||2006-10-10|2007-12-29||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3350|PROFILE_4178506740|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО СПК "Жетысу"|Менеджер, главный менеджер||||||||||||||||Менеджер, главный менеджер|Менеджер, главный менеджер||||||||||||||||||ADMIN|||||||||2007-11-14|2010-06-30||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3351|PROFILE_4178506740|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "КазТрансГаз"|Помощник Генерального директора, менеджер Департамента бизнес планирования и экономического анализа||||||||||||||||Помощник Генерального директора, менеджер Департамента бизнес планирования и экономического анализа|Помощник Генерального директора, менеджер Департамента бизнес планирования и экономического анализа||||||||||||||||||ADMIN|||||||||2010-10-04|2011-06-24||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3352|PROFILE_4178506740|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "ГазИнСервис"|Специалист||||||||||||||||Специалист|Специалист||||||||||||||||||ADMIN|||||||||2011-06-27|2012-10-11||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3353|PROFILE_1255540918|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "КазТрансГаз"|Менеджер||||||||||||||||Менеджер|Менеджер||||||||||||||||||ADMIN|||||||||2008-10-20|2009-06-22||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3354|PROFILE_1255540918|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "КазТрансГаз"|Менеджер корпоративного развития, менеджер департамента внутреннего контроля и управления рисками||||||||||||||||Менеджер корпоративного развития, менеджер департамента внутреннего контроля и управления рисками|Менеджер корпоративного развития, менеджер департамента внутреннего контроля и управления рисками||||||||||||||||||ADMIN|||||||||2009-07-07|2010-08-17||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3355|PROFILE_1255540918|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Евразийский национальный университет им.Л.Н.Гумилева|Студент||||||||||||||||Студент|Студент||||||||||||||||||ADMIN|||||||||2003-09-01|2007-07-07||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3359|PROFILE_3381634092|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Казахский экономический университет им. Т.Рыскулова|Студент||||||||||||||||Студент|Студент||||||||||||||||||ADMIN|||||||||2002-09-01|2004-06-01||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3362|PROFILE_1436212630|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Актюбинский государственный университет им.К.Жубанова|Студент||||||||||||||||Студент|Студент||||||||||||||||||ADMIN|||||||||2002-09-01|2007-06-21||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3363|PROFILE_1436212630|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "Актюбинский научно-исследовательский геологоразведочный нефтяной институт"|Инженер-эколог||||||||||||||||Инженер-эколог|Инженер-эколог||||||||||||||||||ADMIN|||||||||2008-05-04|2009-01-22||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3365|PROFILE_993991249|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Западно-Казахстанский институт языков и менеджмента "Евразия"|Студент||||||||||||||||Студент|Студент||||||||||||||||||ADMIN|||||||||1998-09-01|2002-06-29||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3366|PROFILE_993991249|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "ГазИнСервис"|Секретарь-референт, консультант, менеджер||||||||||||||||Секретарь-референт, консультант, менеджер|Секретарь-референт, консультант, менеджер||||||||||||||||||ADMIN|||||||||2004-04-14|2007-09-25||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3369|PROFILE_3437233188|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Евразийский национальный университет им. Л.Н.Гумилева|Студент||||||||||||||||Студент|Студент||||||||||||||||||ADMIN|||||||||2005-09-01|2009-06-24||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3371|PROFILE_3437233188|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "ГазИнСервис"|Менеджер||||||||||||||||Менеджер|Менеджер||||||||||||||||||ADMIN|||||||||2011-03-09|2012-07-27||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3372|PROFILE_3437233188|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "КазМунайГаз-Сервис"|Референт||||||||||||||||Референт|Референт||||||||||||||||||ADMIN|||||||||2012-09-03|2012-11-30||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3373|PROFILE_2127429329|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Актюбинский университет им.С.Баишева|Студент||||||||||||||||Студент|Студент||||||||||||||||||ADMIN|||||||||1999-09-01|2003-07-01||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3374|PROFILE_2127429329|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ОАО "Нефтебанк"|Менеджер,специалист операционного раздела||||||||||||||||Менеджер,специалист операционного раздела|Менеджер,специалист операционного раздела||||||||||||||||||ADMIN|||||||||2000-07-26|2001-08-08||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3375|PROFILE_2127429329|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ЗАО "ИнтергазЦентральнаяАзия"|Секретарь-референт генерального директора||||||||||||||||Секретарь-референт генерального директора|Секретарь-референт генерального директора||||||||||||||||||ADMIN|||||||||2002-12-25|2003-05-31||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3376|PROFILE_2127429329|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "ГазИнСервис"|Секретарь-референт||||||||||||||||Секретарь-референт|Секретарь-референт||||||||||||||||||ADMIN|||||||||2003-05-12|2004-10-01||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3377|PROFILE_2127429329|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ЗАО "Интергаз Центральная Азия"|Специалист||||||||||||||||Специалист|Специалист||||||||||||||||||ADMIN|||||||||2004-10-08|2005-05-31||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3378|PROFILE_2127429329|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "КазТрансГаз"|Главный специалист||||||||||||||||Главный специалист|Главный специалист||||||||||||||||||ADMIN|||||||||2005-06-01|2007-02-06||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3379|PROFILE_2376913796|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Казахский гуманитарно-юридический университет|Студент||||||||||||||||Студент|Студент||||||||||||||||||ADMIN|||||||||2004-09-01|2008-07-12||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3380|PROFILE_2376913796|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Казахский Гуманитарно-юридический университет|Студент||||||||||||||||Студент|Студент||||||||||||||||||ADMIN|||||||||2010-09-01|2011-06-23||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3381|PROFILE_2376913796|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||"Карагандинский государственный университет имени академика Е.А. Букетова"|Студент||||||||||||||||Студент|Студент||||||||||||||||||ADMIN|||||||||2010-09-01|2012-05-19||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3382|PROFILE_2376913796|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ЧУ "Единый Центр развития персонала"|Секретарь-реферет, менеджер 3-ей категории||||||||||||||||Секретарь-реферет, менеджер 3-ей категории|Секретарь-реферет, менеджер 3-ей категории||||||||||||||||||ADMIN|||||||||2009-01-20|2012-03-15||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3384|PROFILE_147393097|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ТОО "Таскан"|Заместитель директора||||||||||||||||Заместитель директора|Заместитель директора||||||||||||||||||ADMIN|||||||||2004-06-01|2006-07-14||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3386|PROFILE_1787933880|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "КазТрансГаз"|Гл.менеджер||||||||||||||||Гл.менеджер|Гл.менеджер||||||||||||||||||ADMIN|||||||||2005-10-12|2006-11-21||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3387|PROFILE_1787933880|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "Интергаз Центральная Азия"|Гл.менеджер||||||||||||||||Гл.менеджер|Гл.менеджер||||||||||||||||||ADMIN|||||||||2006-11-21|2007-07-31||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3389|PROFILE_1787933880|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||The Robert Gordon University от КБТУ|Студент||||||||||||||||Студент|Студент||||||||||||||||||ADMIN|||||||||2003-09-01|2006-06-16||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3391|PROFILE_1634481174|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Жезказганский университет им.О.А.Байконурова|Студент||||||||||||||||Студент|Студент||||||||||||||||||ADMIN|||||||||1992-09-01|1996-12-25||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3392|PROFILE_1634481174|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||ЗАО "Жезказганский университет им.О.А.Байконурова"|Специалист, старший преподаватель кафедры,||||||||||||||||Специалист, старший преподаватель кафедры,|Специалист, старший преподаватель кафедры,||||||||||||||||||ADMIN|||||||||1997-02-10|2005-01-29||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3393|PROFILE_1634481174|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||Жезказганский филиал АО "БанкТуранАлем"|Гл.специалист, начальник отдела||||||||||||||||Гл.специалист, начальник отдела|Гл.специалист, начальник отдела||||||||||||||||||ADMIN|||||||||2005-01-05|2008-09-19||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3394|PROFILE_1634481174|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "Астана-финанс"|Главный специалист||||||||||||||||Главный специалист|Главный специалист||||||||||||||||||ADMIN|||||||||2008-09-22|2009-06-09||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3396|PROFILE_1634481174|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "Ипотечная организация "Астана-финанс"|Начальник отдела||||||||||||||||Начальник отдела|Начальник отдела||||||||||||||||||ADMIN|||||||||2009-06-11|2009-12-31||||||||||||||||||||||||2015-06-02|||
KTG_P_W_3397|PROFILE_1634481174|11A3CAC8E20AB4E6E053A747660AF6EC|119E67C19BC1375BE053A747660A4A5B|||||||||АО "Жилстройсбер банк Казахстана"|Специалист 1-ой категории риск менеджмента||||||||||||||||Специалист 1-ой категории риск менеджмента|Специалист 1-ой категории риск менеджмента||||||||||||||||||ADMIN|||||||||2010-02-15|2011-01-21||||||||||||||||||||||||2015-06-02|||
